"link","Node","relative_influence","Solution","LandUse","rank","cum_sum"
"Local jobs -> Social cohesion","Biodiversity",0.191654182,"gray","Residential",79,93.225458487
"Climate mitigation -> Salmon","Biodiversity",0.181604367,"gray","Residential",80,93.407062854
"Access to nature -> Mental health","Biodiversity",0.181013324,"gray","Residential",81,93.588076178
"Bacteria -* Local foods","Biodiversity",0.179685456,"gray","Residential",82,93.767761634
"Walkability -> Affordability","Biodiversity",0.173918895,"gray","Residential",83,93.941680529
"Local jobs -> Property value","Biodiversity",0.172417395,"gray","Residential",84,94.114097924
"Social cohesion -* Social cohesion","Biodiversity",0.171317106,"gray","Residential",85,94.28541503
"Climate mitigation -> Biodiversity","Biodiversity",0.167425645,"gray","Residential",86,94.452840675
"Climate mitigation -* Water temperature","Biodiversity",0.161166712,"gray","Residential",87,94.614007387
"Bacteria -* Bacteria","Biodiversity",0.158868341,"gray","Residential",88,94.772875728
"Access to nature -> Social cohesion","Biodiversity",0.158504724,"gray","Residential",89,94.931380452
"Salmon -> Physical health","Biodiversity",0.157501511,"gray","Residential",90,95.088881963
"Affordability -> Economic wellbeing","Biodiversity",0.157393582,"gray","Residential",91,95.246275545
"Urban heat island -* Physical health","Biodiversity",0.154960971,"gray","Residential",92,95.401236516
"Industrial -* Air quality","Biodiversity",0.154839469,"gray","Residential",93,95.556075985
"Social cohesion -> Mental health","Biodiversity",0.143618023,"gray","Residential",94,95.699694008
"Transportation -> Noise","Biodiversity",0.143330471,"gray","Residential",95,95.843024479
"Mental health -* Mental health","Biodiversity",0.142964395,"gray","Residential",96,95.985988874
"Salmon -* Salmon","Biodiversity",0.142704181,"gray","Residential",97,96.128693055
"Property value -* Property value","Biodiversity",0.14248216,"gray","Residential",98,96.271175215
"Water temperature -* Water temperature","Biodiversity",0.141116782,"gray","Residential",99,96.412291997
"Property value -* Affordability","Biodiversity",0.140715115,"gray","Residential",100,96.553007112
"Toxics -* Biodiversity","Biodiversity",0.138482185,"gray","Residential",101,96.691489297
"Local jobs -* Local jobs","Biodiversity",0.131971558,"gray","Residential",102,96.823460855
"Air quality -* Air quality","Biodiversity",0.131274744,"gray","Residential",103,96.954735599
"Salmon -> Local foods","Biodiversity",0.128214695,"gray","Residential",104,97.082950294
"Walkability -* Walkability","Biodiversity",0.126134876,"gray","Residential",105,97.20908517
"Bacteria -* Water quality","Biodiversity",0.123651363,"gray","Residential",106,97.332736533
"Water temperature -* Water quality","Biodiversity",0.122543714,"gray","Residential",107,97.455280247
"Industrial -> Local jobs","Biodiversity",0.121838871,"gray","Residential",108,97.577119118
"Noise -* Property value","Biodiversity",0.121328484,"gray","Residential",109,97.698447602
"Green infrastructure -> Local jobs","Biodiversity",0.120660574,"gray","Residential",110,97.819108176
"Physical health -* Physical health","Biodiversity",0.116521894,"gray","Residential",111,97.93563007
"Toxics -* Salmon","Biodiversity",0.11493925,"gray","Residential",112,98.05056932
"Access to nature -> Walkability","Biodiversity",0.112885453,"gray","Residential",113,98.163454773
"Local foods -> Mental health","Biodiversity",0.112381245,"gray","Residential",114,98.275836018
"Local jobs -> Economic wellbeing","Biodiversity",0.11218478,"gray","Residential",115,98.388020798
"Economic wellbeing -> Affordability","Biodiversity",0.108940555,"gray","Residential",116,98.496961353
"Green infrastructure -* Noise","Biodiversity",0.104783686,"gray","Residential",117,98.601745039
"Green infrastructure -> Air quality","Biodiversity",0.102773667,"gray","Residential",118,98.704518706
"Walkability -> Social cohesion","Biodiversity",0.101877013,"gray","Residential",119,98.806395719
"Green infrastructure -* Flooding","Biodiversity",0.101133723,"gray","Residential",120,98.907529442
"Urban heat island -> Water temperature","Biodiversity",0.100575125,"gray","Residential",121,99.008104567
"Local foods -> Physical health","Biodiversity",0.092308914,"gray","Residential",122,99.100413481
"Noise -* Mental health","Biodiversity",0.092219615,"gray","Residential",123,99.192633096
"Access to nature -* Affordability","Biodiversity",0.089619626,"gray","Residential",124,99.282252722
"Biodiversity -> Local foods","Biodiversity",0.088843182,"gray","Residential",125,99.371095904
"Biodiversity -> Salmon","Biodiversity",0.088839909,"gray","Residential",126,99.459935813
"Transportation -> Toxics","Biodiversity",0.084598234,"gray","Residential",127,99.544534047
"Walkability -> Climate mitigation","Biodiversity",0.080191058,"gray","Residential",128,99.624725105
"Mental health -> Economic wellbeing","Biodiversity",0.0716758,"gray","Residential",129,99.696400905
"Mental health -> Physical health","Biodiversity",0.06998933,"gray","Residential",130,99.766390235
"Noise -* Social cohesion","Biodiversity",0.063234179,"gray","Residential",131,99.829624414
"Green infrastructure -> Climate mitigation","Biodiversity",0.062704137,"gray","Residential",132,99.892328551
"Toxics -* Physical health","Biodiversity",0.056514355,"gray","Residential",133,99.948842906
"Noise -* Biodiversity","Biodiversity",0.051157092,"gray","Residential",134,99.999999998
"Residential -* Residential","Physical health",23.34929102,"gray","Residential",1,23.34929102
"Gray infrastructure -* Gray infrastructure","Physical health",17.23808804,"gray","Residential",2,40.58737906
"Gray infrastructure -* Flooding","Physical health",7.011242222,"gray","Residential",3,47.598621282
"Flooding -* Flooding","Physical health",6.697449632,"gray","Residential",4,54.296070914
"Gray infrastructure -* Toxics","Physical health",4.480099326,"gray","Residential",5,58.77617024
"Nutrients -* Nutrients","Physical health",2.805881837,"gray","Residential",6,61.582052077
"Residential -> Toxics","Physical health",2.653905573,"gray","Residential",7,64.23595765
"Residential -> Nutrients","Physical health",1.860387396,"gray","Residential",8,66.096345046
"Nutrients -* Water quality","Physical health",1.630816034,"gray","Residential",9,67.72716108
"Residential -> Bacteria","Physical health",1.330031854,"gray","Residential",10,69.057192934
"Noise -* Noise","Physical health",0.978096398,"gray","Residential",11,70.035289332
"Water quality -> Social cohesion","Physical health",0.936619103,"gray","Residential",12,70.971908435
"Residential -> Sediment","Physical health",0.900178746,"gray","Residential",13,71.872087181
"Flooding -> Bacteria","Physical health",0.815979558,"gray","Residential",14,72.688066739
"Gray infrastructure -* Sediment","Physical health",0.742750582,"gray","Residential",15,73.430817321
"Sediment -* Water quality","Physical health",0.672235127,"gray","Residential",16,74.103052448
"Flooding -* Salmon","Physical health",0.66332398,"gray","Residential",17,74.766376428
"Local foods -> Affordability","Physical health",0.656437954,"gray","Residential",18,75.422814382
"Bacteria -* Physical health","Physical health",0.587160302,"gray","Residential",19,76.009974684
"Green infrastructure -* Sediment","Physical health",0.538987483,"gray","Residential",20,76.548962167
"Water quality -> Salmon","Physical health",0.525366675,"gray","Residential",21,77.074328842
"Air quality -> Social cohesion","Physical health",0.510225808,"gray","Residential",22,77.58455465
"Water quality -> Biodiversity","Physical health",0.500457668,"gray","Residential",23,78.085012318
"Transportation -* Air quality","Physical health",0.492292421,"gray","Residential",24,78.577304739
"Biodiversity -* Biodiversity","Physical health",0.478280247,"gray","Residential",25,79.055584986
"Access to nature -> Physical health","Physical health",0.470501263,"gray","Residential",26,79.526086249
"Flooding -> Sediment","Physical health",0.467906843,"gray","Residential",27,79.993993092
"Green infrastructure -* Urban heat island","Physical health",0.448576532,"gray","Residential",28,80.442569624
"Salmon -> Biodiversity","Physical health",0.419233609,"gray","Residential",29,80.861803233
"Economic wellbeing -> Physical health","Physical health",0.412816077,"gray","Residential",30,81.27461931
"Economic wellbeing -* Economic wellbeing","Physical health",0.395633529,"gray","Residential",31,81.670252839
"Affordability -* Affordability","Physical health",0.394420111,"gray","Residential",32,82.06467295
"Transportation -> Water temperature","Physical health",0.385362172,"gray","Residential",33,82.450035122
"Climate mitigation -> Salmon","Physical health",0.357657253,"gray","Residential",34,82.807692375
"Industrial -> Urban heat island","Physical health",0.353638732,"gray","Residential",35,83.161331107
"Walkability -> Air quality","Physical health",0.325161726,"gray","Residential",36,83.486492833
"Water quality -> Physical health","Physical health",0.324063631,"gray","Residential",37,83.810556464
"Water quality -* Water quality","Physical health",0.31900611,"gray","Residential",38,84.129562574
"Urban heat island -* Biodiversity","Physical health",0.313892828,"gray","Residential",39,84.443455402
"Climate mitigation -* Urban heat island","Physical health",0.299756926,"gray","Residential",40,84.743212328
"Transportation -* Transportation","Physical health",0.289478373,"gray","Residential",41,85.032690701
"Toxics -* Water quality","Physical health",0.28375648,"gray","Residential",42,85.316447181
"Industrial -* Air quality","Physical health",0.279369361,"gray","Residential",43,85.595816542
"Source control -* Source control","Physical health",0.274802411,"gray","Residential",44,85.870618953
"Toxics -* Toxics","Physical health",0.262084834,"gray","Residential",45,86.132703787
"Local jobs -> Social cohesion","Physical health",0.260286864,"gray","Residential",46,86.392990651
"Flooding -* Air quality","Physical health",0.25951409,"gray","Residential",47,86.652504741
"Source control -* Toxics","Physical health",0.254670519,"gray","Residential",48,86.90717526
"Climate mitigation -* Water temperature","Physical health",0.249292635,"gray","Residential",49,87.156467895
"Water temperature -* Water quality","Physical health",0.242527869,"gray","Residential",50,87.398995764
"Industrial -> Toxics","Physical health",0.237353916,"gray","Residential",51,87.63634968
"Social cohesion -* Social cohesion","Physical health",0.237268552,"gray","Residential",52,87.873618232
"Green infrastructure -> Access to nature","Physical health",0.233742362,"gray","Residential",53,88.107360594
"Property value -> Economic wellbeing","Physical health",0.227051001,"gray","Residential",54,88.334411595
"Physical health -> Mental health","Physical health",0.222307877,"gray","Residential",55,88.556719472
"Sediment -* Sediment","Physical health",0.221998182,"gray","Residential",56,88.778717654
"Transportation -> Property value","Physical health",0.221131005,"gray","Residential",57,88.999848659
"Noise -* Social cohesion","Physical health",0.220962136,"gray","Residential",58,89.220810795
"Local foods -> Social cohesion","Physical health",0.217824398,"gray","Residential",59,89.438635193
"Property value -* Property value","Physical health",0.215135654,"gray","Residential",60,89.653770847
"Climate mitigation -> Biodiversity","Physical health",0.213998913,"gray","Residential",61,89.86776976
"Salmon -> Physical health","Physical health",0.211873709,"gray","Residential",62,90.079643469
"Access to nature -> Social cohesion","Physical health",0.209112269,"gray","Residential",63,90.288755738
"Affordability -> Economic wellbeing","Physical health",0.207582153,"gray","Residential",64,90.496337891
"Urban heat island -* Urban heat island","Physical health",0.204260995,"gray","Residential",65,90.700598886
"Walkability -> Affordability","Physical health",0.203875689,"gray","Residential",66,90.904474575
"Access to nature -> Mental health","Physical health",0.203294779,"gray","Residential",67,91.107769354
