"Link","ModelName","LandUse","Solution","Node","difference","difference_perc","Type"
"Local foods->Social cohesion","Sims_Mod_42","Transportation","source","Flooding",0,0,"stressor"
"Salmon->Local foods","Sims_Mod_43","Transportation","source","Flooding",0,0,"stressor"
"Water quality->Local foods","Sims_Mod_44","Transportation","source","Flooding",0,0,"stressor"
"Toxics-*Water quality","Sims_Mod_45","Transportation","source","Flooding",0,0,"stressor"
"Local foods->Physical health","Sims_Mod_46","Transportation","source","Flooding",0,0,"stressor"
"Water quality->Social cohesion","Sims_Mod_47","Transportation","source","Flooding",0,0,"stressor"
"Local jobs->Economic wellbeing","Sims_Mod_48","Transportation","source","Flooding",0,0,"stressor"
"Walkability->Climate mitigation","Sims_Mod_49","Transportation","source","Flooding",0,0,"stressor"
"Walkability->Affordability","Sims_Mod_50","Transportation","source","Flooding",0,0,"stressor"
"Access to nature->Walkability","Sims_Mod_51","Transportation","source","Flooding",0,0,"stressor"
"Walkability->Social cohesion","Sims_Mod_52","Transportation","source","Flooding",0,0,"stressor"
"Walkability->Air quality","Sims_Mod_53","Transportation","source","Flooding",0,0,"stressor"
"Walkability-*Noise","Sims_Mod_54","Transportation","source","Flooding",0,0,"stressor"
"Industrial->Water temperature","Sims_Mod_55","Transportation","source","Flooding",0,0,"stressor"
"Toxics-*Biodiversity","Sims_Mod_56","Transportation","source","Flooding",0,0,"stressor"
"Noise-*Physical health","Sims_Mod_57","Transportation","source","Flooding",0,0,"stressor"
"Access to nature->Mental health","Sims_Mod_58","Transportation","source","Flooding",0,0,"stressor"
"Local foods->Affordability","Sims_Mod_59","Transportation","source","Flooding",0,0,"stressor"
"Water temperature-*Water quality","Sims_Mod_60","Transportation","source","Flooding",0,0,"stressor"
"Bacteria-*Water quality","Sims_Mod_61","Transportation","source","Flooding",0,0,"stressor"
"Bacteria-*Local foods","Sims_Mod_62","Transportation","source","Flooding",0,0,"stressor"
"Walkability->Physical health","Sims_Mod_63","Transportation","source","Flooding",0,0,"stressor"
"Flooding-*Property value","Sims_Mod_64","Transportation","source","Flooding",0,0,"stressor"
"Property value-*Affordability","Sims_Mod_65","Transportation","source","Flooding",0,0,"stressor"
"Noise-*Property value","Sims_Mod_66","Transportation","source","Flooding",0,0,"stressor"
"Access to nature->Property value","Sims_Mod_67","Transportation","source","Flooding",0,0,"stressor"
"Industrial-*Property value","Sims_Mod_68","Transportation","source","Flooding",0,0,"stressor"
"Transportation->Property value","Sims_Mod_69","Transportation","source","Flooding",0,0,"stressor"
"Walkability->Property value","Sims_Mod_70","Transportation","source","Flooding",0,0,"stressor"
"Property value->Economic wellbeing","Sims_Mod_71","Transportation","source","Flooding",0,0,"stressor"
"Local jobs->Property value","Sims_Mod_72","Transportation","source","Flooding",0,0,"stressor"
"Gray infrastructure-*Flooding","Sims_Mod_73","Transportation","source","Flooding",0,0,"stressor"
"Gray infrastructure-*Sediment","Sims_Mod_74","Transportation","source","Flooding",0,0,"stressor"
"Gray infrastructure-*Toxics","Sims_Mod_75","Transportation","source","Flooding",0,0,"stressor"
"Green infrastructure-*Toxics","Sims_Mod_76","Transportation","source","Flooding",0,0,"stressor"
"Green infrastructure->Access to nature","Sims_Mod_77","Transportation","source","Flooding",0,0,"stressor"
"Green infrastructure->Climate mitigation","Sims_Mod_78","Transportation","source","Flooding",0,0,"stressor"
"Green infrastructure-*Noise","Sims_Mod_79","Transportation","source","Flooding",0,0,"stressor"
"Gray infrastructure->Local jobs","Sims_Mod_80","Transportation","source","Flooding",0,0,"stressor"
"Green infrastructure->Local jobs","Sims_Mod_81","Transportation","source","Flooding",0,0,"stressor"
"Source control-*Toxics","Sims_Mod_82","Transportation","source","Flooding",0,0,"stressor"
"Green infrastructure-*Flooding","Sims_Mod_83","Transportation","source","Flooding",0,0,"stressor"
"Green infrastructure->Air quality","Sims_Mod_84","Transportation","source","Flooding",0,0,"stressor"
"Green infrastructure-*Urban heat island","Sims_Mod_85","Transportation","source","Flooding",0,0,"stressor"
"Toxics-*Salmon","Sims_Mod_86","Transportation","source","Flooding",0,0,"stressor"
"Noise-*Mental health","Sims_Mod_87","Transportation","source","Flooding",0,0,"stressor"
"Urban heat island->Water temperature","Sims_Mod_88","Transportation","source","Flooding",0,0,"stressor"
"Economic wellbeing->Mental health","Sims_Mod_89","Transportation","source","Flooding",0,0,"stressor"
"Biodiversity->Local foods","Sims_Mod_90","Transportation","source","Flooding",0,0,"stressor"
"Local jobs->Social cohesion","Sims_Mod_91","Transportation","source","Flooding",0,0,"stressor"
"Access to nature->Local foods","Sims_Mod_92","Transportation","source","Flooding",0,0,"stressor"
"Local foods->Mental health","Sims_Mod_93","Transportation","source","Flooding",0,0,"stressor"
"Noise-*Social cohesion","Sims_Mod_94","Transportation","source","Flooding",0,0,"stressor"
"Industrial-*Air quality","Sims_Mod_95","Transportation","source","Flooding",0,0,"stressor"
"Industrial->Local jobs","Sims_Mod_96","Transportation","source","Flooding",0,0,"stressor"
"Climate mitigation-*Urban heat island","Sims_Mod_97","Transportation","source","Flooding",0,0,"stressor"
"Industrial->Urban heat island","Sims_Mod_98","Transportation","source","Flooding",0,0,"stressor"
"Transportation->Urban heat island","Sims_Mod_99","Transportation","source","Flooding",0,0,"stressor"
"Green infrastructure-*Sediment","Sims_Mod_100","Transportation","source","Flooding",0,0,"stressor"
"Physical health->Mental health","Sims_Mod_101","Transportation","source","Flooding",0,0,"stressor"
"Salmon->Biodiversity","Sims_Mod_102","Transportation","source","Flooding",0,0,"stressor"
"Physical health->Economic wellbeing","Sims_Mod_103","Transportation","source","Flooding",0,0,"stressor"
"Economic wellbeing->Affordability","Sims_Mod_104","Transportation","source","Flooding",0,0,"stressor"
"Mental health->Economic wellbeing","Sims_Mod_105","Transportation","source","Flooding",0,0,"stressor"
"Residential->Toxics","Sims_Mod_1","Transportation","gray","Flooding",0.028,2.8,"stressor"
"Industrial->Toxics","Sims_Mod_2","Transportation","gray","Flooding",0.044,4.4,"stressor"
"Transportation->Toxics","Sims_Mod_3","Transportation","gray","Flooding",0.014,1.4,"stressor"
"Transportation->Water temperature","Sims_Mod_4","Transportation","gray","Flooding",-0.028,-2.8,"stressor"
"Transportation->Flooding","Sims_Mod_5","Transportation","gray","Flooding",-1.024,-102.4,"stressor"
"Residential->Nutrients","Sims_Mod_6","Transportation","gray","Flooding",-0.028,-2.8,"stressor"
"Residential->Sediment","Sims_Mod_7","Transportation","gray","Flooding",-0.004,-0.4,"stressor"
"Residential->Bacteria","Sims_Mod_8","Transportation","gray","Flooding",-0.06,-6,"stressor"
"Industrial->Sediment","Sims_Mod_9","Transportation","gray","Flooding",-0.022,-2.2,"stressor"
"Industrial->Flooding","Sims_Mod_10","Transportation","gray","Flooding",-0.046,-4.6,"stressor"
"Flooding->Bacteria","Sims_Mod_11","Transportation","gray","Flooding",-0.046,-4.6,"stressor"
"Flooding-*Salmon","Sims_Mod_12","Transportation","gray","Flooding",-0.056,-5.6,"stressor"
"Water quality->Salmon","Sims_Mod_13","Transportation","gray","Flooding",-0.014,-1.4,"stressor"
"Air quality->Physical health","Sims_Mod_14","Transportation","gray","Flooding",-0.018,-1.8,"stressor"
"Urban heat island-*Physical health","Sims_Mod_15","Transportation","gray","Flooding",-0.005,-0.5,"stressor"
"Nutrients-*Water quality","Sims_Mod_16","Transportation","gray","Flooding",-0.006,-0.6,"stressor"
"Flooding->Sediment","Sims_Mod_17","Transportation","gray","Flooding",-0.046,-4.6,"stressor"
"Sediment-*Water quality","Sims_Mod_18","Transportation","gray","Flooding",-0.01,-1,"stressor"
"Mental health->Physical health","Sims_Mod_19","Transportation","gray","Flooding",0.018,1.8,"stressor"
"Water quality->Physical health","Sims_Mod_20","Transportation","gray","Flooding",-0.032,-3.2,"stressor"
"Social cohesion->Mental health","Sims_Mod_21","Transportation","gray","Flooding",-0.022,-2.2,"stressor"
"Toxics-*Physical health","Sims_Mod_22","Transportation","gray","Flooding",-0.03,-3,"stressor"
"Biodiversity->Salmon","Sims_Mod_23","Transportation","gray","Flooding",-0.044,-4.4,"stressor"
"Urban heat island-*Biodiversity","Sims_Mod_24","Transportation","gray","Flooding",-0.038,-3.8,"stressor"
"Bacteria-*Physical health","Sims_Mod_25","Transportation","gray","Flooding",-0.036,-3.6,"stressor"
"Air quality->Social cohesion","Sims_Mod_26","Transportation","gray","Flooding",-0.106,-10.6,"stressor"
"Access to nature->Social cohesion","Sims_Mod_27","Transportation","gray","Flooding",-0.034,-3.4,"stressor"
"Transportation->Noise","Sims_Mod_28","Transportation","gray","Flooding",-0.01,-1,"stressor"
"Water quality->Biodiversity","Sims_Mod_29","Transportation","gray","Flooding",0.016,1.6,"stressor"
"Noise-*Biodiversity","Sims_Mod_30","Transportation","gray","Flooding",-0.04,-4,"stressor"
"Salmon->Physical health","Sims_Mod_31","Transportation","gray","Flooding",-0.042,-4.2,"stressor"
"Climate mitigation->Salmon","Sims_Mod_32","Transportation","gray","Flooding",-0.04,-4,"stressor"
"Climate mitigation-*Water temperature","Sims_Mod_33","Transportation","gray","Flooding",-0.032,-3.2,"stressor"
"Climate mitigation->Biodiversity","Sims_Mod_34","Transportation","gray","Flooding",-0.032,-3.2,"stressor"
"Access to nature->Physical health","Sims_Mod_35","Transportation","gray","Flooding",-0.012,-1.2,"stressor"
"Flooding-*Air quality","Sims_Mod_36","Transportation","gray","Flooding",-0.006,-0.6,"stressor"
"Industrial->Noise","Sims_Mod_37","Transportation","gray","Flooding",-0.048,-4.8,"stressor"
"Transportation-*Air quality","Sims_Mod_38","Transportation","gray","Flooding",-0.064,-6.4,"stressor"
"Economic wellbeing->Physical health","Sims_Mod_39","Transportation","gray","Flooding",-0.01,-1,"stressor"
"Affordability->Economic wellbeing","Sims_Mod_40","Transportation","gray","Flooding",-0.028,-2.8,"stressor"
"Access to nature-*Affordability","Sims_Mod_41","Transportation","gray","Flooding",-0.016,-1.6,"stressor"
"Local foods->Social cohesion","Sims_Mod_42","Transportation","gray","Flooding",-0.04,-4,"stressor"
"Salmon->Local foods","Sims_Mod_43","Transportation","gray","Flooding",-0.062,-6.2,"stressor"
"Water quality->Local foods","Sims_Mod_44","Transportation","gray","Flooding",-0.018,-1.8,"stressor"
"Toxics-*Water quality","Sims_Mod_45","Transportation","gray","Flooding",-0.022,-2.2,"stressor"
"Local foods->Physical health","Sims_Mod_46","Transportation","gray","Flooding",0.006,0.6,"stressor"
"Water quality->Social cohesion","Sims_Mod_47","Transportation","gray","Flooding",-0.01,-1,"stressor"
"Local jobs->Economic wellbeing","Sims_Mod_48","Transportation","gray","Flooding",0.02,2,"stressor"
"Walkability->Climate mitigation","Sims_Mod_49","Transportation","gray","Flooding",-0.022,-2.2,"stressor"
"Walkability->Affordability","Sims_Mod_50","Transportation","gray","Flooding",-0.008,-0.8,"stressor"
"Access to nature->Walkability","Sims_Mod_51","Transportation","gray","Flooding",-0.046,-4.6,"stressor"
"Walkability->Social cohesion","Sims_Mod_52","Transportation","gray","Flooding",0.01,1,"stressor"
"Walkability->Air quality","Sims_Mod_53","Transportation","gray","Flooding",-0.046,-4.6,"stressor"
"Walkability-*Noise","Sims_Mod_54","Transportation","gray","Flooding",-0.046,-4.6,"stressor"
"Industrial->Water temperature","Sims_Mod_55","Transportation","gray","Flooding",-0.02,-2,"stressor"
"Toxics-*Biodiversity","Sims_Mod_56","Transportation","gray","Flooding",-0.004,-0.4,"stressor"
"Noise-*Physical health","Sims_Mod_57","Transportation","gray","Flooding",-0.044,-4.4,"stressor"
"Access to nature->Mental health","Sims_Mod_58","Transportation","gray","Flooding",0.004,0.4,"stressor"
"Local foods->Affordability","Sims_Mod_59","Transportation","gray","Flooding",-0.026,-2.6,"stressor"
"Water temperature-*Water quality","Sims_Mod_60","Transportation","gray","Flooding",-0.046,-4.6,"stressor"
"Bacteria-*Water quality","Sims_Mod_61","Transportation","gray","Flooding",0.03,3,"stressor"
"Bacteria-*Local foods","Sims_Mod_62","Transportation","gray","Flooding",-0.046,-4.6,"stressor"
"Walkability->Physical health","Sims_Mod_63","Transportation","gray","Flooding",-0.046,-4.6,"stressor"
"Flooding-*Property value","Sims_Mod_64","Transportation","gray","Flooding",-0.04,-4,"stressor"
"Property value-*Affordability","Sims_Mod_65","Transportation","gray","Flooding",-0.036,-3.6,"stressor"
"Noise-*Property value","Sims_Mod_66","Transportation","gray","Flooding",-0.016,-1.6,"stressor"
"Access to nature->Property value","Sims_Mod_67","Transportation","gray","Flooding",-0.012,-1.2,"stressor"
"Industrial-*Property value","Sims_Mod_68","Transportation","gray","Flooding",-0.032,-3.2,"stressor"
"Transportation->Property value","Sims_Mod_69","Transportation","gray","Flooding",-0.072,-7.2,"stressor"
"Walkability->Property value","Sims_Mod_70","Transportation","gray","Flooding",0.046,4.6,"stressor"
"Property value->Economic wellbeing","Sims_Mod_71","Transportation","gray","Flooding",-0.02,-2,"stressor"
"Local jobs->Property value","Sims_Mod_72","Transportation","gray","Flooding",-0.07,-7,"stressor"
"Gray infrastructure-*Flooding","Sims_Mod_73","Transportation","gray","Flooding",0.976,97.6,"stressor"
"Gray infrastructure-*Sediment","Sims_Mod_74","Transportation","gray","Flooding",-0.056,-5.6,"stressor"
"Gray infrastructure-*Toxics","Sims_Mod_75","Transportation","gray","Flooding",-0.046,-4.6,"stressor"
"Green infrastructure-*Toxics","Sims_Mod_76","Transportation","gray","Flooding",-0.024,-2.4,"stressor"
"Green infrastructure->Access to nature","Sims_Mod_77","Transportation","gray","Flooding",-0.03,-3,"stressor"
"Green infrastructure->Climate mitigation","Sims_Mod_78","Transportation","gray","Flooding",-0.026,-2.6,"stressor"
"Green infrastructure-*Noise","Sims_Mod_79","Transportation","gray","Flooding",-0.046,-4.6,"stressor"
"Gray infrastructure->Local jobs","Sims_Mod_80","Transportation","gray","Flooding",-0.022,-2.2,"stressor"
"Green infrastructure->Local jobs","Sims_Mod_81","Transportation","gray","Flooding",-0.068,-6.8,"stressor"
"Source control-*Toxics","Sims_Mod_82","Transportation","gray","Flooding",0.006,0.6,"stressor"
"Green infrastructure-*Flooding","Sims_Mod_83","Transportation","gray","Flooding",-0.038,-3.8,"stressor"
"Green infrastructure->Air quality","Sims_Mod_84","Transportation","gray","Flooding",-0.026,-2.6,"stressor"
"Green infrastructure-*Urban heat island","Sims_Mod_85","Transportation","gray","Flooding",-0.02,-2,"stressor"
"Toxics-*Salmon","Sims_Mod_86","Transportation","gray","Flooding",-0.014,-1.4,"stressor"
"Noise-*Mental health","Sims_Mod_87","Transportation","gray","Flooding",0.002,0.2,"stressor"
"Urban heat island->Water temperature","Sims_Mod_88","Transportation","gray","Flooding",0,0,"stressor"
"Economic wellbeing->Mental health","Sims_Mod_89","Transportation","gray","Flooding",-0.026,-2.6,"stressor"
"Biodiversity->Local foods","Sims_Mod_90","Transportation","gray","Flooding",-0.062,-6.2,"stressor"
"Local jobs->Social cohesion","Sims_Mod_91","Transportation","gray","Flooding",-0.004,-0.4,"stressor"
"Access to nature->Local foods","Sims_Mod_92","Transportation","gray","Flooding",-0.054,-5.4,"stressor"
"Local foods->Mental health","Sims_Mod_93","Transportation","gray","Flooding",-0.024,-2.4,"stressor"
"Noise-*Social cohesion","Sims_Mod_94","Transportation","gray","Flooding",-0.042,-4.2,"stressor"
"Industrial-*Air quality","Sims_Mod_95","Transportation","gray","Flooding",0.058,5.8,"stressor"
